,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
RABL6,8.77477887573037E-24,0.072759873794096,0.389,0.265,2.23335671945089E-19
ID3,9.26867851272765E-24,0.396672189174864,0.691,0.589,2.35906405505944E-19
POLR2F,9.949723456429E-24,0.104361294022718,0.634,0.49,2.53240361413031E-19
EMC8,1.04609907748773E-23,0.075078374661176,0.274,0.174,2.66253137202177E-19
FAM96B,1.16213877080873E-23,0.146497566631818,0.666,0.541,2.95787559946238E-19
NDUFB11,1.19028000641765E-23,0.14886735986141,0.773,0.676,3.02950067233421E-19
FUCA1,1.22152419967037E-23,-0.175311065454399,0.137,0.202,3.10902339300104E-19
TWF1,1.26699145250417E-23,0.072791235784989,0.325,0.215,3.22474664491362E-19
MAFF,1.32844334759388E-23,0.142047801468896,0.3,0.2,3.38115400829593E-19
CCND3,1.38001883900507E-23,0.081254479066628,0.237,0.147,3.5124239490357E-19
TMA16,1.64918129966631E-23,0.057486110049706,0.323,0.212,4.1974962439107E-19
RBX1,1.67767816657378E-23,0.134012741985196,0.793,0.687,4.27002646956359E-19
GLMP,1.77490416343971E-23,0.067421891333046,0.367,0.249,4.51748607678675E-19
EZR,1.8463457745217E-23,0.079547301665739,0.25,0.155,4.69931926531263E-19
LYPLA2,1.90559281289835E-23,0.062625414174536,0.252,0.158,4.85011482738887E-19
NPLOC4,1.91207014196398E-23,0.072730019630144,0.228,0.138,4.86660092532673E-19
AHSA1,2.04593712189405E-23,0.106142512321538,0.436,0.313,5.20731916264473E-19
DSTN,2.22888713778634E-23,0.188888075457262,0.912,0.854,5.67296354309379E-19
PTBP3,2.40718310629959E-23,0.074783019906301,0.32,0.21,6.12676244215372E-19
LSM12,2.40870551511649E-23,0.067121712961287,0.342,0.229,6.13063727707448E-19
RCN2,2.45057428440655E-23,0.115766467814695,0.57,0.434,6.23720166867156E-19
CCND1,2.45876475884766E-23,0.217334451557255,0.357,0.254,6.25804806421906E-19
ARHGEF2,2.73380168488736E-23,0.10371685669023,0.3,0.197,6.95807204837532E-19
FUNDC2,2.76996143952608E-23,0.140021627231678,0.584,0.449,7.05010585588178E-19
RFTN1,2.84246439336534E-23,-0.207259250021278,0.159,0.226,7.23464037399347E-19
RPS15,2.90532014673667E-23,0.092477433771158,0.976,0.982,7.39462083747416E-19
AP3S1,2.9852578688152E-23,0.143796341360882,0.691,0.555,7.59807832770846E-19
RETREG1,3.02405455459086E-23,0.095317675807065,0.461,0.326,7.69682365234466E-19
RPS10,3.11174779232001E-23,0.11556875901794,0.918,0.902,7.92002048101288E-19
DENND5A,3.16783490334002E-23,0.07008217971851,0.27,0.171,8.06277339598102E-19
HRAS,3.31691017667368E-23,0.083223854484347,0.405,0.282,8.44219978166985E-19
SOD1,3.40095224205456E-23,-0.187846625766581,0.802,0.795,8.65610364647728E-19
GMFB,3.49442464953516E-23,0.079559213433666,0.238,0.146,8.89400961799689E-19
PFDN1,3.70315900401529E-23,0.087323858022411,0.497,0.363,9.42528029701972E-19
PTPN13,3.77842040081472E-23,-0.234763521717127,0.183,0.25,9.61683560415363E-19
LAMC3,3.78704979989902E-23,-0.215656676848916,0.144,0.212,9.63879915070298E-19
CCT3,3.79368859484472E-23,0.129796650065239,0.58,0.449,9.65569621159879E-19
LAMTOR5,3.86386925565887E-23,0.15638795288058,0.752,0.626,9.83432002950295E-19
PSMC3,4.01244692407093E-23,0.129056758573181,0.623,0.491,1.02124799111453E-18
GNPNAT1,4.1817829256135E-23,0.061496218047,0.209,0.124,1.06434739022715E-18
MDH2,4.25920437616382E-23,0.13401663751459,0.627,0.493,1.08405269782122E-18
STX2,4.46135187922895E-23,0.07183847127081,0.332,0.222,1.13550328030135E-18
GBA,4.50766217369999E-23,0.067593115496804,0.256,0.161,1.14729017645012E-18
PEA15,4.53945541017646E-23,0.082018282215999,0.48,0.347,1.15538219099811E-18
METAP2,4.93747478552175E-23,0.081350744274969,0.525,0.384,1.256686082411E-18
TNFAIP2,4.98106921501768E-23,-0.18309372872815,0.354,0.427,1.2677817366063E-18
AP1S1,5.21582172195782E-23,0.064215885612871,0.368,0.248,1.32753094467271E-18
PTPN14,5.29768219013447E-23,0.076222939149762,0.227,0.138,1.34836607103303E-18
CCT5,5.31070444243294E-23,0.126830103971429,0.524,0.396,1.35168049468803E-18
SKIL,5.49120539826749E-23,0.115209199090464,0.394,0.276,1.39762159796704E-18
KXD1,6.18653543551905E-23,0.109667548254799,0.481,0.348,1.57459699904831E-18
AKR1B1,6.45682153514136E-23,0.179745778469609,0.486,0.367,1.64339021712418E-18
TANC2,6.51175472896331E-23,0.060503294202721,0.221,0.134,1.65737181361574E-18
GABPB1-AS1,6.57292521324572E-23,-0.301285046003578,0.307,0.366,1.6729409252753E-18
TMED5,6.79328321999338E-23,0.081245785466191,0.336,0.226,1.72902644515272E-18
FTX,7.69383758763588E-23,-0.242785215224034,0.31,0.376,1.95823554280509E-18
RANBP1,7.87296141021769E-23,0.140624430379226,0.641,0.512,2.00382613812861E-18
CREB3,8.09500286572795E-23,0.070571183573558,0.397,0.276,2.06034012938508E-18
PNO1,8.17795619743171E-23,0.073848224804555,0.216,0.132,2.08145341137032E-18
TMEM87B,8.5545650896392E-23,0.058914883711725,0.23,0.142,2.17730790661497E-18
MRPS14,8.76886901613979E-23,0.060193386057327,0.365,0.248,2.2318525419879E-18
ANKRD36C,8.90312314715808E-23,-0.213046197941154,0.16,0.227,2.26602290341467E-18
NONO,8.99320049583987E-23,0.073230519569689,0.511,0.371,2.28894939020116E-18
HS2ST1,9.7248219053785E-23,0.065028047435812,0.202,0.12,2.47516167135694E-18
NBDY,1.04856202943982E-22,0.115366647778127,0.557,0.419,2.66880007733024E-18
KPNA3,1.0609990801774E-22,0.05288514574441,0.3,0.196,2.70045485886753E-18
SNAPC1,1.10553860112454E-22,0.113112919020103,0.273,0.179,2.81381684758219E-18
NDRG1,1.12171542322091E-22,0.21013614710929,0.667,0.533,2.85499009518186E-18
CPD,1.1908714865963E-22,0.082501757478517,0.31,0.207,3.0310061076849E-18
RABGGTB,1.25583533506293E-22,0.078180195193123,0.249,0.157,3.19635209480217E-18
CD44,1.32331360573768E-22,-0.157058893095881,0.902,0.892,3.36809778932355E-18
UBE2J2,1.35121843112097E-22,0.079436953090531,0.34,0.228,3.43912115088911E-18
NDUFAF4,1.35870145389091E-22,0.07437636952681,0.22,0.134,3.45816694044313E-18
COX7C,1.37423575343956E-22,0.166917559615643,0.896,0.837,3.49770483965438E-18
SYNJ2,1.38099292880675E-22,0.085060489635754,0.302,0.2,3.51490320239894E-18
GTPBP4,1.38169556383067E-22,0.07944420790108,0.28,0.182,3.51669154906183E-18
UBE2D3,1.42707755881498E-22,0.163581726712023,0.796,0.667,3.6321978026959E-18
YAF2,1.47871471708017E-22,0.072101633430688,0.237,0.147,3.76362469791246E-18
HDAC2,1.47940562987072E-22,0.073627396880371,0.446,0.319,3.76538320914697E-18
RBPMS,1.59554409883608E-22,0.091635771375882,0.329,0.222,4.06097884035759E-18
HLA-C,1.67296614654001E-22,0.239981113441236,0.913,0.887,4.25803343617364E-18
SERINC5,1.67419540188024E-22,0.05702562342179,0.204,0.121,4.26116213686558E-18
PTDSS2,1.87761434485828E-22,0.045077050409242,0.225,0.136,4.7789040305333E-18
GADD45G,1.93183494525683E-22,0.236992156753013,0.273,0.182,4.91690630266768E-18
SOCS5,1.95053827628497E-22,0.105455993510243,0.284,0.187,4.9645100208005E-18
PDXDC1,2.06433244917273E-22,0.040752622437816,0.374,0.254,5.25413894963444E-18
TMEM263,2.20592430486602E-22,0.070189280640629,0.464,0.334,5.614518540745E-18
SLC25A39,2.33651652818454E-22,0.068733631753109,0.372,0.254,5.94690186753529E-18
LEPROTL1,2.7530277566947E-22,0.072538229269423,0.339,0.229,7.00700624633935E-18
PGP,3.08108484619994E-22,0.077559071987865,0.302,0.2,7.84197715054809E-18
C17orf58,3.11732981601272E-22,-0.266655422278794,0.212,0.276,7.93422784771557E-18
PRRX1,3.31576296385122E-22,-0.225828453177127,0.899,0.863,8.43927989559413E-18
APLP2,3.32894731930426E-22,-0.271697272026925,0.684,0.669,8.47283671709321E-18
UBAP2L,3.40159377407215E-22,0.046478598483401,0.254,0.159,8.65773647376842E-18
ATG12,3.48664763174919E-22,0.07523542536367,0.428,0.301,8.87421555232805E-18
EHD2,3.58999366961601E-22,0.087718526851985,0.536,0.406,9.13725188790666E-18
VGLL4,3.70456072127824E-22,0.114562800956964,0.593,0.456,9.42884794779738E-18
CASP3,3.70477615294445E-22,0.059271524768344,0.213,0.128,9.42939626447423E-18
TIMM44,4.0280544802964E-22,0.08826058288145,0.294,0.196,1.02522042632504E-17
HLA-A,4.31739749124616E-22,-0.199243558212052,0.936,0.932,1.09886400947197E-17
RPF1,4.74713118365711E-22,0.064116802892038,0.226,0.139,1.20823982886441E-17
RELB,4.86046722670764E-22,0.056642401308044,0.209,0.125,1.23708611854163E-17
ETV6,5.2774093098869E-22,0.076414341697701,0.253,0.162,1.34320621755241E-17
SPNS1,5.48498405481694E-22,0.071632749563154,0.379,0.26,1.39603814163201E-17
IFITM2,5.57707161681815E-22,0.258077848610283,0.856,0.775,1.41947626791256E-17
ARPP19,5.80463696648967E-22,0.069713636354146,0.384,0.266,1.47739620071095E-17
NDUFA4L2,5.87411577900096E-22,0.439774672607464,0.216,0.14,1.49507994807132E-17
LAMTOR4,5.99162582703502E-22,-0.204183306260056,0.729,0.718,1.52498860549695E-17
PLOD3,6.19477774023872E-22,0.061431504161814,0.392,0.271,1.57669483044556E-17
TCIM,6.24094917702071E-22,-0.203692554749305,0.212,0.29,1.58844638453531E-17
SNU13,6.60944416167987E-22,0.133312381316949,0.752,0.63,1.68223572803076E-17
FHL1,6.62953515179648E-22,-0.307155371046505,0.564,0.589,1.68734928683524E-17
PACSIN3,6.63099489595027E-22,0.043082749910292,0.208,0.123,1.68772082091726E-17
TRA2B,6.64692007448182E-22,0.100601742146018,0.618,0.474,1.69177409735711E-17
CES1,6.95090838295007E-22,-0.312223955155445,0.171,0.234,1.76914520162845E-17
ZNHIT1,7.05035085813757E-22,0.112904244543836,0.714,0.589,1.79445530041318E-17
TBCA,7.10868897876279E-22,0.127390053579151,0.772,0.669,1.80930351887471E-17
FAM89A,7.14223394093181E-22,0.059746206879945,0.206,0.123,1.81784138264596E-17
HNRNPC,7.43762864641665E-22,0.143086189596312,0.727,0.607,1.89302524308597E-17
PRELID3B,7.48471878903066E-22,0.052919412895956,0.204,0.122,1.90501062618408E-17
CLPTM1,7.74693121687058E-22,0.086489492198227,0.442,0.315,1.9717489333179E-17
NDUFV2,7.90564158872008E-22,0.149912534773006,0.721,0.598,2.01214389716103E-17
SMIM4,7.93656696638178E-22,0.068759252417797,0.21,0.127,2.02001502428349E-17
JTB,8.03536376528392E-22,0.153340734824266,0.76,0.671,2.04516078554006E-17
LRRFIP2,8.07553994947387E-22,0.123278454637108,0.439,0.321,2.05538642794009E-17
COPS7A,8.34890745018474E-22,0.068601704940108,0.369,0.254,2.12496392422102E-17
PPP1R15A,8.6149162220304E-22,0.289457465311612,0.741,0.656,2.19266847683118E-17
EIF2B2,8.72098679061918E-22,0.06648566317351,0.222,0.136,2.21966555794839E-17
TMEM183A,9.10878533631363E-22,0.078434812205878,0.341,0.232,2.31836804379854E-17
TSSC4,9.26255797782049E-22,0.090090593498707,0.4,0.28,2.35750625651487E-17
BTG1,9.6582773264207E-22,-0.336839050744445,0.728,0.705,2.4582247451206E-17
CRELD2,1.02070561077273E-21,0.113147986017766,0.486,0.36,2.59789992053875E-17
CYB561D2,1.04837619376267E-21,0.038011163641611,0.219,0.133,2.66832708836474E-17
CRIPT,1.06754850107751E-21,0.07848359745805,0.344,0.236,2.71712444494248E-17
MYLK,1.15190981545973E-21,-0.26778131071467,0.185,0.248,2.93184086230811E-17
SSR2,1.18764007318255E-21,0.157152216604495,0.859,0.798,3.02278151426422E-17
SAV1,1.19339997230036E-21,-0.261941773428501,0.306,0.363,3.03744160949887E-17
TRAPPC3,1.20561471703285E-21,0.09174958920895,0.485,0.355,3.068530577792E-17
DNAJB1,1.21420737837408E-21,0.312206857184776,0.711,0.626,3.0904006194377E-17
BAG2,1.25562277638417E-21,0.100655905191454,0.396,0.278,3.19581109045299E-17
MBD3,1.25581398202291E-21,0.079650795544631,0.338,0.232,3.19629774704471E-17
FAM13A,1.31729769880174E-21,-0.233372077749013,0.162,0.223,3.3527861029902E-17
MLST8,1.3582138197391E-21,0.054542575061427,0.262,0.167,3.45692581399996E-17
ZFHX4,1.38147006377135E-21,-0.331078932205417,0.362,0.411,3.51611760631083E-17
FABP5,1.38717356351939E-21,0.055979871775829,0.363,0.255,3.53063415386955E-17
TAF11,1.60912324776948E-21,0.085793359692335,0.327,0.221,4.09554049022288E-17
AUP1,1.67884481103227E-21,0.114523345108327,0.566,0.435,4.27299581303934E-17
SNRPA1,1.69865004147559E-21,0.074568932278984,0.327,0.224,4.32340408556368E-17
EIF5B,1.73778215380951E-21,0.084881737885721,0.699,0.549,4.42300313787597E-17
VEGFB,1.74696879028323E-21,-0.319042954026463,0.541,0.555,4.44638496502889E-17
ELAVL1,1.7605140253668E-21,0.067541864095295,0.397,0.276,4.48086029736358E-17
CPNE3,1.90980997240924E-21,-0.294804323682382,0.497,0.509,4.860848341776E-17
SESTD1,1.99021708769203E-21,-0.247256974781033,0.364,0.413,5.06550053159376E-17
TFDP1,2.19861474394511E-21,0.047439129891635,0.244,0.153,5.5959142462891E-17
TRIP10,2.20241655136896E-21,-0.23669813443631,0.219,0.28,5.60559060654427E-17
UBE2A,2.20482313211209E-21,0.091716363499915,0.472,0.342,5.6117158358517E-17
RPL3,2.31012514965585E-21,0.120528709321249,0.978,0.979,5.87973053090407E-17
PTGES2,2.41564496370557E-21,0.070113126620706,0.312,0.211,6.14829956162342E-17
C1QTNF3,2.54971333286898E-21,0.115951309934796,0.294,0.199,6.48953037481814E-17
LYRM4,2.55399682548662E-21,0.061787524602388,0.314,0.212,6.50043272022856E-17
PGD,2.6054581423137E-21,0.062989102888641,0.294,0.194,6.63141206381684E-17
CRLS1,2.73606758393833E-21,0.050955312347255,0.313,0.208,6.96383921463985E-17
DLGAP4,2.88754437033728E-21,0.102951112454022,0.524,0.387,7.34937793138244E-17
NDUFC2,2.89087726268064E-21,0.168720022105014,0.792,0.692,7.35786080897476E-17
SFXN1,2.93160392374225E-21,0.073054398045125,0.256,0.164,7.46151830670877E-17
NUBP2,3.03821389762439E-21,0.066585877233484,0.409,0.288,7.73286201223359E-17
PLSCR1,3.04433897429477E-21,0.113328485662516,0.355,0.251,7.74845155737505E-17
CENPC,3.21344294878533E-21,-0.224909987946312,0.217,0.279,8.17885499324841E-17
CDKN1C,3.3024676873307E-21,-0.361191395878917,0.519,0.554,8.40544075779411E-17
BOD1L1,3.34087784408592E-21,-0.248403922341224,0.505,0.535,8.50320228876749E-17
DDX5,3.45964786901047E-21,-0.180604390172831,0.933,0.878,8.80549575620544E-17
AC245595.1,3.49643637457186E-21,0.097887171879802,0.415,0.293,8.89912986056029E-17
RAP1B,3.54482969016768E-21,0.154913119837267,0.768,0.63,9.02230052741477E-17
SMIM37,3.58584006025508E-21,0.073295491956293,0.417,0.296,9.12668012136122E-17
LY6E,3.6491682592774E-21,0.184432818076062,0.851,0.774,9.28786305351283E-17
PLS3,3.66098823315434E-21,0.101800680600179,0.51,0.379,9.31794725102443E-17
NDUFAF8,3.9043281843405E-21,0.056060262464629,0.523,0.388,9.93729609478345E-17
CCDC167,4.07554254708726E-21,0.040274168563225,0.306,0.201,1.03730708908465E-16
SPTSSA,4.21048985698354E-21,0.131911194067703,0.564,0.427,1.07165387839945E-16
RNF114,4.35158185668364E-21,0.085426252302221,0.398,0.283,1.10756461416312E-16
TMBIM4,4.3768859942594E-21,-0.217137514030295,0.756,0.725,1.1140050232589E-16
MGAT1,4.57599472481344E-21,0.10415870204346,0.637,0.496,1.16468217735952E-16
UBL3,4.61306576888354E-21,-0.282810890806438,0.414,0.454,1.17411749949624E-16
HGS,4.63063672477424E-21,0.056902233468762,0.311,0.206,1.17858965918954E-16
CHMP1B,4.65047765622837E-21,0.076896965306186,0.343,0.234,1.18363957306324E-16
PSMD8,4.72527720050688E-21,0.167181663770165,0.72,0.618,1.20267755307301E-16
PFDN6,4.92712466468739E-21,0.062848821575035,0.359,0.247,1.25405176965623E-16
TIMP2,4.98802368146604E-21,0.190082762390686,0.958,0.936,1.26955178740674E-16
CMC2,5.00864830547772E-21,0.069569043879969,0.235,0.149,1.27480116671019E-16
RHEB,5.50057607058281E-21,0.150867654812456,0.658,0.514,1.40000662148474E-16
ZNF511,5.67750431558214E-21,0.059280521706265,0.356,0.245,1.44503839840197E-16
CSGALNACT2,5.71249799014486E-21,0.081718482825867,0.379,0.265,1.45394498845167E-16
PSMB3,5.819797220305E-21,0.135889183318986,0.738,0.618,1.48125478851203E-16
CAPZA1,5.8502166512522E-21,0.095447589879985,0.47,0.344,1.48899714207671E-16
PDCD5,5.89891131841106E-21,0.131818364068154,0.734,0.618,1.50139090876198E-16
HOXC9,6.00946073364924E-21,0.033546153990345,0.239,0.15,1.5295279459284E-16
MZT2B,6.2284424424003E-21,0.130124820476277,0.851,0.783,1.58526317043972E-16
SRSF9,6.23430930740583E-21,0.134915764414414,0.732,0.607,1.58675640492093E-16
GABARAP,6.39566772864055E-21,0.198819809587112,0.541,0.427,1.62782535029359E-16
EPB41L4A-AS1,6.49608807345202E-21,-0.249520024385241,0.346,0.396,1.65338433645501E-16
CYBC1,7.265620158635E-21,0.080036941178388,0.39,0.274,1.84924564277578E-16
SGTA,7.53674874836093E-21,0.042653425659219,0.286,0.186,1.91825329143282E-16
BEND6,7.6298635597226E-21,0.033198566450582,0.227,0.141,1.9419528732206E-16
TMED2,7.77576989675737E-21,0.168294595171582,0.752,0.646,1.97908895412269E-16
CAPG,7.97783021724074E-21,0.131525862512979,0.549,0.424,2.03051734689211E-16
RUVBL2,8.35967004310975E-21,0.060035200162907,0.302,0.201,2.12770321937229E-16
ADCY3,8.46224511161865E-21,-0.221334862299136,0.201,0.266,2.15381062580918E-16
ADAM33,8.62148227493492E-21,-0.239119177514743,0.345,0.406,2.19433966861644E-16
DRG1,9.14051903142418E-21,0.056196412570904,0.288,0.19,2.32644490387808E-16
CCDC124,9.88413297800154E-21,0.089960620878309,0.516,0.385,2.51570952556095E-16
HSPA13,1.12336731684615E-20,0.06372892865175,0.227,0.143,2.85919449483681E-16
CMBL,1.13740688618614E-20,-0.199593091299604,0.151,0.208,2.89492800672096E-16
PRRC1,1.13934255144608E-20,0.044248281837283,0.394,0.276,2.89985466194056E-16
MRGPRF,1.2380161951459E-20,0.096759149166842,0.558,0.429,3.15099881988535E-16
MAP4K4,1.25502749262405E-20,0.113215001508126,0.543,0.411,3.19429597422674E-16
IER3IP1,1.30005182409936E-20,0.109232389799229,0.586,0.462,3.30889190269768E-16
PRR13,1.32700927740815E-20,0.083512869575333,0.487,0.358,3.37750401285923E-16
IFNGR1,1.37784574129998E-20,-0.24150046895101,0.43,0.47,3.5068929807567E-16
CMTM3,1.39343494337769E-20,0.115048804048457,0.502,0.382,3.54657061788489E-16
TMED7,1.42675087822896E-20,0.071308827169609,0.43,0.304,3.63136633526835E-16
ZNF704,1.43664572388286E-20,-0.220894438627109,0.17,0.231,3.65655069642665E-16
NDUFA11,1.44379350135763E-20,0.133297526108838,0.831,0.757,3.67474321965543E-16
SNAPC2,1.49273312104963E-20,0.080263510480305,0.332,0.229,3.79930433969553E-16
UBQLN1,1.71735815248313E-20,0.066929547093143,0.303,0.204,4.37101996970007E-16
RPS27L,1.74936942086948E-20,0.205194831777513,0.856,0.781,4.45249504999701E-16
RPL21,1.83077919257607E-20,0.129166586632649,0.971,0.982,4.65969920094461E-16
MMP19,1.83765093314441E-20,0.068432386381184,0.221,0.137,4.67718915503915E-16
TBRG4,1.84148087863552E-20,0.075402173698982,0.206,0.127,4.68693713230312E-16
LDHB,1.94834256967952E-20,0.148635169041497,0.693,0.576,4.95892150834831E-16
TNFSF12,2.06853349535376E-20,-0.242693818736124,0.34,0.387,5.2648314523744E-16
GUCY1B1,2.11679190573087E-20,0.086165690218781,0.224,0.143,5.38765875846621E-16
TBC1D20,2.12213295203041E-20,0.042498787334886,0.277,0.181,5.40125278950781E-16
RARRES2,2.17094429205075E-20,0.37881275053499,0.801,0.757,5.52548741212758E-16
CTGF,2.22359451617202E-20,0.544222038559746,0.695,0.584,5.65949276256102E-16
CD2BP2,2.2856813519734E-20,0.07266702620086,0.398,0.282,5.81751617704269E-16
TOR1AIP2,2.40371876968528E-20,0.046831061750545,0.4,0.282,6.11794501260297E-16
NDUFB4,2.54323273646547E-20,0.139101782951431,0.785,0.676,6.47303596085191E-16
LSM7,2.62073230371542E-20,0.078103570244134,0.673,0.544,6.67028785941648E-16
COL1A2,2.68084565681655E-20,0.172576008301217,0.995,0.998,6.82328836572947E-16
ATG13,2.95278626281208E-20,0.045774709189778,0.203,0.123,7.5154315961093E-16
HSPG2,2.95761011489227E-20,-0.272663035940465,0.623,0.643,7.52770926442381E-16
FUT8,3.11717714948776E-20,0.055196998488146,0.336,0.229,7.93383928087625E-16
IFI27,3.29536561703398E-20,0.046532270105422,0.417,0.306,8.3873645684749E-16
COPZ1,3.48671005895583E-20,0.077407540770355,0.532,0.399,8.87437444205439E-16
DIO2,3.58865334685514E-20,-0.051854779880343,0.195,0.273,9.1338404984157E-16
HSPB11,3.84527265377922E-20,0.060713362078273,0.413,0.293,9.78698795839888E-16
XYLT1,4.0327936315669E-20,0.065421557680947,0.247,0.159,1.02642663510641E-15
PRKG1,4.17110789818866E-20,-0.195182848268784,0.199,0.263,1.06163038224698E-15
SESN3,4.20371009432576E-20,-0.183670732174391,0.201,0.267,1.06992829320779E-15
PDE4DIP,4.26358403639366E-20,0.097104604232836,0.447,0.33,1.08516740894291E-15
ATP5MG,4.27913528678171E-20,0.137990434932652,0.879,0.821,1.08912551319168E-15
NABP2,4.28483948649886E-20,0.057368529592965,0.288,0.192,1.09057734610369E-15
RHOBTB3,4.40644128108189E-20,0.093995453555727,0.446,0.326,1.12152743486096E-15
GNB1,4.50486591713077E-20,0.114867267184016,0.603,0.476,1.14657847322812E-15
ADH5,4.96358416290492E-20,-0.252815347889235,0.609,0.618,1.26333144114256E-15
STIP1,5.23423027104737E-20,0.071288386806499,0.316,0.215,1.33221628858698E-15
XPOT,5.25864064610527E-20,0.041183756840618,0.246,0.157,1.33842921724671E-15
UBE2N,5.33877767728574E-20,0.087693683179552,0.466,0.347,1.35882569442277E-15
BNIP3L,5.44031566477422E-20,0.12554887908862,0.662,0.531,1.38466914299833E-15
MRPS35,5.62445219654395E-20,0.050467658418676,0.283,0.186,1.43153557306437E-15
HAUS1,5.6381967669212E-20,0.050049497626458,0.236,0.15,1.43503384111678E-15
