,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
APOPT1,1.51778131583621E-13,0.017172075436977,0.362,0.262,3.86305700506633E-09
TARDBP,1.53560242845975E-13,0.023034347185593,0.289,0.205,3.90841530091576E-09
PIEZO1,1.58284265746655E-13,0.011737347146074,0.212,0.142,4.02865113178386E-09
COMMD9,1.61919006413378E-13,0.038067227342537,0.28,0.201,4.1211625512333E-09
CDKN1B,1.68009128867879E-13,-0.177911123064396,0.206,0.252,4.27616834794526E-09
APEX1,1.68447028985024E-13,0.066203580816057,0.56,0.443,4.28731378172682E-09
CARS2,1.79078323217629E-13,0.031255443145836,0.321,0.232,4.55790148253511E-09
CNOT7,1.79414967412453E-13,0.032971643878954,0.266,0.188,4.56646975058175E-09
GTF3A,1.79816177347174E-13,0.054734409665172,0.585,0.459,4.57668134584027E-09
ALG2,1.80989572766455E-13,0.02249731185225,0.279,0.199,4.6065466060518E-09
YES1,1.84772184346152E-13,0.033658046636076,0.297,0.214,4.70282163597827E-09
DUSP3,1.87486959847277E-13,0.044376956408495,0.223,0.154,4.7719181020329E-09
AOX1,1.89267261582242E-13,-0.2110330521773,0.21,0.26,4.81723034179122E-09
MCRS1,1.89923971509876E-13,0.023875337255212,0.24,0.166,4.83394492286936E-09
MAFG,1.90241498424339E-13,0.054429189501884,0.346,0.256,4.84202661789627E-09
ARCN1,1.91738640795057E-13,0.020742158578806,0.423,0.314,4.88013188551578E-09
COPS3,1.94073270997337E-13,0.023844350318715,0.307,0.219,4.93955289342423E-09
SLC4A2,1.94408248177883E-13,0.023800909051027,0.254,0.179,4.94807873262347E-09
FH,2.00589679829215E-13,0.034648054398874,0.28,0.199,5.10540853101317E-09
SASH1,2.01154213509475E-13,-0.218858910115448,0.261,0.303,5.11977704224316E-09
PSMD11,2.08906882649786E-13,0.057562168307879,0.406,0.304,5.31709797720235E-09
MVD,2.18656043982868E-13,0.036641694020911,0.201,0.136,5.56523363145195E-09
CIC,2.21288786520421E-13,0.031005874987168,0.211,0.143,5.63224219451777E-09
MSN,2.25833249220609E-13,0.053707227696139,0.617,0.489,5.74790785916295E-09
PHYKPL,2.26920170596256E-13,-0.175243757178467,0.244,0.29,5.77557218201592E-09
HSD17B10,2.28046995891489E-13,0.046781604566317,0.513,0.399,5.80425213943018E-09
MPDZ,2.29180045381608E-13,-0.174438126475735,0.171,0.218,5.83309051505268E-09
MOB4,2.34351189909713E-13,0.062204201556186,0.393,0.296,5.964706485582E-09
ZC2HC1A,2.34726007937184E-13,-0.184639453367935,0.256,0.299,5.9742463540172E-09
UTP18,2.45160248702031E-13,0.034721764019755,0.2,0.136,6.2398186499641E-09
ETFRF1,2.46116682362818E-13,-0.167732657955988,0.216,0.263,6.26416179949844E-09
EVL,2.46636752621946E-13,0.035794227176194,0.428,0.327,6.27739862773376E-09
WDR46,2.56971990788854E-13,0.011341867979224,0.358,0.26,6.54045110955792E-09
RAB22A,2.60043950062979E-13,0.030617700643282,0.389,0.289,6.61863861700294E-09
MPV17,2.62722414802579E-13,0.040052628472781,0.337,0.247,6.68681090155523E-09
UBE3C,2.65450972354659E-13,0.040336402344281,0.233,0.162,6.75625814837078E-09
BZW2,2.67574036660907E-13,0.027223984115946,0.284,0.203,6.81029438109341E-09
TMEM33,2.69309496694099E-13,0.025575325966089,0.213,0.146,6.8544653098582E-09
ETHE1,2.75239559903382E-13,0.057149801906789,0.369,0.277,7.00539727866087E-09
VPS13C,2.77595306321818E-13,-0.209224662272967,0.353,0.386,7.06535573650292E-09
ELOVL1,2.79736024328795E-13,0.022306576502714,0.332,0.242,7.11984129121649E-09
C5orf24,2.86382162875895E-13,0.036895055934942,0.425,0.319,7.28899880951729E-09
POP7,2.87919016633197E-13,0.042989286281657,0.4,0.3,7.32811481134813E-09
JOSD2,2.99215887166075E-13,0.02918561288197,0.5,0.385,7.61564276015093E-09
NSD3,3.15775220934025E-13,-0.224102721343614,0.529,0.526,8.03711092321281E-09
PPP1R8,3.3019607361765E-13,0.032752250107201,0.203,0.138,8.40415046571644E-09
MYO1D,3.50844308019513E-13,-0.018192422660926,0.336,0.241,8.92968932771266E-09
CHMP6,3.54641671862895E-13,0.037101352333335,0.245,0.173,9.02633983225441E-09
SLC39A1,3.6708530474819E-13,0.081796524658028,0.593,0.472,9.34305517645094E-09
C20orf27,3.78039152524554E-13,0.011805109318333,0.235,0.162,9.62185251005496E-09
USP3,3.85043778086101E-13,0.033383143840393,0.225,0.155,9.80013423984745E-09
RBM15B,3.94074166876508E-13,0.045710110510176,0.231,0.161,1.00299756953409E-08
HEG1,3.97320375542078E-13,0.038258050368014,0.346,0.254,1.0112598198297E-08
BCL7B,4.00307340665121E-13,0.03740981849566,0.273,0.196,1.01886224346087E-08
AK1,4.17192793735768E-13,0.05820783894991,0.276,0.198,1.06183909861628E-08
LARP4,4.29161003376807E-13,0.042035269913151,0.229,0.16,1.09230058579465E-08
ATXN1,4.2968016428742E-13,0.045040544318818,0.369,0.278,1.09362195414434E-08
WDR45B,4.4476063389618E-13,0.031558324482241,0.379,0.282,1.13200476539256E-08
SEC23A,4.54986992172775E-13,0.04074940374923,0.532,0.418,1.15803289247815E-08
GAS7,4.60301127335158E-13,-0.210492790494448,0.292,0.335,1.17155842929345E-08
DDX41,4.72629058103219E-13,0.011666517362437,0.217,0.148,1.20293547868431E-08
BLOC1S6,4.86248754711316E-13,0.062437408518989,0.433,0.33,1.23760033049124E-08
LEO1,4.95241457409871E-13,0.027526107563563,0.228,0.158,1.2604885573996E-08
FAM174A,4.96844587780358E-13,0.042308887224845,0.222,0.154,1.26456884481857E-08
ERH,5.034115108934E-13,0.125814500468302,0.795,0.708,1.28128297752588E-08
SMARCB1,5.15845419299377E-13,0.029459996989784,0.404,0.306,1.31292976120078E-08
SELENOT,5.42737492850229E-13,0.053048337022014,0.413,0.312,1.3813754668024E-08
ATP5PF,5.45478839114119E-13,0.098426857664633,0.846,0.781,1.38835274131325E-08
FAM50A,5.69837492040729E-13,0.057096231177833,0.562,0.45,1.45035038474206E-08
METTL9,5.92191471076624E-13,0.061939075490733,0.55,0.43,1.50724573218422E-08
RAF1,5.96000493278983E-13,0.046703826537297,0.281,0.203,1.51694045549367E-08
TMEM214,6.18682607276263E-13,0.016402350535448,0.337,0.247,1.57467097203955E-08
PON2,6.31900623365388E-13,0.017643928340478,0.274,0.197,1.60831346658958E-08
RAB2A,6.37400757145501E-13,0.08446338766152,0.821,0.736,1.62231240708673E-08
RIPK2,6.42285990183807E-13,0.047953119637997,0.216,0.15,1.63474630221583E-08
GATAD1,6.92414172560196E-13,-0.203436390435649,0.325,0.359,1.76233255200021E-08
IL4R,7.03590641850778E-13,0.046756082543672,0.254,0.182,1.7907789016386E-08
TMEM109,7.04363552702945E-13,-0.210474232658085,0.518,0.517,1.79274611433954E-08
MRPS25,7.12925259382993E-13,0.036149914953758,0.324,0.24,1.81453737018159E-08
ZEB2,7.14729152051346E-13,-0.203590512163569,0.63,0.628,1.81912863780109E-08
UBE2Z,7.29284643718213E-13,0.029888075930831,0.389,0.293,1.8561752751916E-08
ARMCX1,7.35754915723732E-13,-0.215317554636584,0.292,0.325,1.87264341150004E-08
SSRP1,7.7776435298739E-13,0.016169448607039,0.35,0.256,1.97956583122351E-08
CCDC25,7.91435413452135E-13,0.032540807065885,0.45,0.34,2.01436141431837E-08
PSMD13,7.9964231699834E-13,0.052685705144584,0.519,0.402,2.03524962522418E-08
LRP12,8.40873741839996E-13,0.020534578829199,0.207,0.142,2.14019184773116E-08
RAB5A,8.73471062083272E-13,0.033351433859083,0.362,0.269,2.22315854721434E-08
RPS19BP1,9.38750457772498E-13,0.077414924310243,0.641,0.522,2.38930766512256E-08
AQP1,9.42254408654325E-13,-0.146716488093842,0.481,0.524,2.39822592090699E-08
RASSF8-AS1,9.56289507026005E-13,0.044727559285018,0.298,0.217,2.43394805328259E-08
MAX,9.77996535754567E-13,0.027006007703672,0.298,0.215,2.48919678280252E-08
FUT11,9.93872590693442E-13,0.032126523953514,0.227,0.159,2.52960451783295E-08
DCTD,1.00439248949721E-12,0.02624994411992,0.397,0.297,2.55637976426829E-08
EIF4A3,1.01878662089104E-12,0.057433725052523,0.464,0.357,2.59301570749187E-08
LUC7L,1.05135855740056E-12,0.036028192838429,0.344,0.253,2.67591780029591E-08
CTDSP2,1.05595298958915E-12,0.058293063599165,0.548,0.433,2.6876115491023E-08
DSE,1.06874286999609E-12,0.026123358326715,0.391,0.294,2.72016435271405E-08
ATG4B,1.09116777409315E-12,0.021862514224192,0.248,0.175,2.77724021862189E-08
DDX24,1.09200273236487E-12,-0.213076298497575,0.613,0.597,2.77936535441507E-08
ARF5,1.0963186268066E-12,0.063431342790738,0.635,0.509,2.79035016894817E-08
CYC1,1.1742249347404E-12,0.065142703283866,0.566,0.451,2.98863730390126E-08
TCP1,1.20117521706925E-12,0.063785301652806,0.565,0.45,3.05723116248466E-08
PHKB,1.22628088467967E-12,-0.17147472679075,0.193,0.237,3.1211301076867E-08
PEF1,1.23888584980456E-12,0.055796694305738,0.401,0.303,3.15321226492256E-08
HAS2,1.2606233895746E-12,-0.173679422943211,0.17,0.22,3.20853865114527E-08
DYNC1LI2,1.28306234563824E-12,0.064345840312567,0.553,0.435,3.26565028211844E-08
SDC2,1.29569966052343E-12,0.118771119861687,0.674,0.553,3.29781477596424E-08
PSMD12,1.30200366979007E-12,0.039319273071639,0.371,0.28,3.31385974034969E-08
NR2F2,1.3108449740944E-12,-0.227426497194297,0.311,0.36,3.33636262806506E-08
FLOT1,1.33223506613895E-12,0.069385219273253,0.513,0.404,3.39080469033687E-08
SYVN1,1.34858200042914E-12,0.034005849150867,0.208,0.144,3.43241090749225E-08
FSTL3,1.38440930068285E-12,0.09103649843264,0.376,0.291,3.523598552098E-08
ARMC10,1.38727147624229E-12,0.033286868687684,0.297,0.215,3.53088336133187E-08
CENPB,1.39766496944736E-12,0.040261989013874,0.303,0.22,3.55733688023742E-08
HSD17B11,1.42645738253827E-12,-0.175886624998736,0.347,0.382,3.6306193300364E-08
LBH,1.4459150854978E-12,0.015452510201526,0.323,0.237,3.68014307560901E-08
PNKD,1.45600677908115E-12,-0.215257344374333,0.463,0.471,3.70582845411735E-08
TRAPPC1,1.48779867012567E-12,0.063925350277943,0.561,0.451,3.78674517520386E-08
PCBD1,1.49095313934358E-12,-0.214883579596725,0.334,0.367,3.79477393025728E-08
MEA1,1.52449678767368E-12,0.022538612862937,0.376,0.281,3.88014922398705E-08
ALG14,1.57468306813115E-12,0.031711558936073,0.207,0.142,4.00788334500741E-08
ACTR1B,1.59121679965431E-12,0.029362932201795,0.244,0.172,4.04996499848015E-08
TTC14,1.60521021191153E-12,-0.210645233984839,0.34,0.375,4.08558103135723E-08
WIPI2,1.64179540441381E-12,0.039051155787608,0.418,0.317,4.17869766331403E-08
CISD1,1.6673280355903E-12,0.012975904077138,0.473,0.361,4.24368331618443E-08
UQCRFS1,1.66937303700244E-12,0.061536668692086,0.571,0.456,4.2488882537786E-08
FASTK,1.68248623884297E-12,0.037105012367054,0.444,0.34,4.28226397510312E-08
SHPRH,1.69443744506872E-12,-0.161068574841487,0.208,0.253,4.31268218518892E-08
RAD23A,1.71028870721221E-12,0.071350521138576,0.558,0.444,4.35302681759653E-08
UBALD2,1.71560320119902E-12,0.04432565710986,0.229,0.161,4.36655326769174E-08
GNA12,1.7669236421255E-12,0.034239771099339,0.265,0.188,4.49717405393783E-08
AC005261.1,1.85617378204676E-12,0.026635669391166,0.25,0.178,4.72433351006542E-08
RNF146,1.87349485378292E-12,-0.205314836195177,0.257,0.295,4.76841910184829E-08
MRPS21,1.88119223177656E-12,0.06793684436929,0.666,0.542,4.78801046831771E-08
C12orf45,1.88632735701248E-12,0.023088461609367,0.225,0.156,4.80108038906817E-08
ALDH1L2,2.03549679481164E-12,-0.02315390662674,0.229,0.157,5.18074644215458E-08
HARS,2.04941292308492E-12,0.031619810901019,0.319,0.232,5.21616577183574E-08
SUMO1,2.05296987688678E-12,0.104111678477184,0.711,0.602,5.22521893065222E-08
LMNA,2.1805550868422E-12,-0.156778702496682,0.958,0.936,5.54994880703076E-08
F2R,2.22734789882549E-12,-0.170987128440894,0.304,0.356,5.66904587209065E-08
MSRB2,2.31233880455798E-12,0.075950314110674,0.552,0.443,5.88536472536096E-08
FKBP4,2.31801434058205E-12,0.035041824936299,0.23,0.162,5.89981009964943E-08
MASP1,2.39829370011451E-12,-0.220020196122684,0.311,0.359,6.10413712553146E-08
TMCO3,2.40162733928955E-12,0.035777356410421,0.368,0.276,6.11262190395977E-08
TRABD,2.40535567459027E-12,0.01000915798751,0.256,0.18,6.12211126296715E-08
MRPL4,2.42183828914181E-12,0.028857428935217,0.405,0.307,6.16406281352373E-08
SRP54,2.48832872186431E-12,0.019609987631113,0.369,0.274,6.33329426288905E-08
OSTM1,2.49764100678305E-12,0.043109847561521,0.232,0.164,6.35699589046423E-08
GPAT4,2.57650453542599E-12,0.0186559944782,0.241,0.17,6.55771934356623E-08
SNX21,2.58669671096474E-12,-0.220873470422719,0.354,0.379,6.58366046874745E-08
NUMA1,2.58915086642139E-12,-0.204094226651401,0.423,0.449,6.58990678521572E-08
TMEM101,2.84605333079441E-12,0.028838803030678,0.283,0.204,7.24377493753794E-08
UAP1,2.85055503534773E-12,0.067370968636225,0.449,0.345,7.25523267596703E-08
SMC4,2.95608345286439E-12,0.044746502031961,0.25,0.178,7.52382360423044E-08
RELA,2.99779015058317E-12,0.04095150424571,0.311,0.229,7.62997549126429E-08
SMARCA4,3.04340272592851E-12,0.00481202965301,0.317,0.233,7.74606861803326E-08
CD58,3.10533950859151E-12,0.037352480599254,0.225,0.159,7.90371011726712E-08
SACS,3.13139493885876E-12,0.008257397738118,0.208,0.143,7.97002639838331E-08
GAR1,3.15836854842677E-12,0.007661259440018,0.239,0.167,8.03867962945582E-08
RBM5,3.15885871088702E-12,-0.208277148519543,0.338,0.368,8.03992719094964E-08
GORASP2,3.17003627793093E-12,0.030990664617596,0.448,0.342,8.06837633458981E-08
OAF,3.19523935513836E-12,0.074442023594649,0.487,0.381,8.13252320669814E-08
CCDC107,3.25038374219107E-12,0.073285578920243,0.547,0.428,8.27287670062471E-08
FOSL2,3.30351824800084E-12,-0.074123957234819,0.434,0.328,8.40811464481175E-08
MRPS33,3.44564681027974E-12,0.022340327694084,0.386,0.289,8.76986026152399E-08
TGFB2,3.60395477254255E-12,0.029388454106891,0.204,0.142,9.17278568707531E-08
NR1D1,3.63249465791323E-12,0.011286150793405,0.231,0.161,9.24542540332075E-08
MRPL32,3.72366780457765E-12,0.056203272977754,0.422,0.324,9.47747929621103E-08
ACO1,3.82352846707792E-12,0.029532486260038,0.293,0.214,9.73164465440673E-08
IRAK1,3.91375877288851E-12,0.038816735612504,0.308,0.226,9.96129882875584E-08
EIF1AX,3.95669837919223E-12,0.077039321822104,0.733,0.623,1.00705887147201E-07
CYB5B,4.00986645380608E-12,0.02406463139329,0.336,0.249,1.02059120982272E-07
PIGT,4.11829473900458E-12,0.068869566616753,0.657,0.54,1.04818837697145E-07
PITPNB,4.1344916321597E-12,0.038674426026536,0.376,0.284,1.05231081021729E-07
TAF7,4.17883759986609E-12,-0.227910329807463,0.395,0.42,1.06359774591792E-07
CDC123,4.23694941224181E-12,0.038758531557836,0.399,0.3,1.07838836440379E-07
PNRC1,4.26818783200098E-12,-0.145767299755885,0.778,0.754,1.08633916700089E-07
CXXC5,4.39750866812963E-12,-0.286046985282888,0.454,0.463,1.11925390621235E-07
PRCC,4.48412518531464E-12,0.014239691726282,0.247,0.174,1.14129954216628E-07
SIPA1L1,4.59989852202213E-12,0.023947158801425,0.206,0.143,1.17076617182507E-07
LACTB,4.72130621604369E-12,0.021442699213241,0.253,0.182,1.20166685810744E-07
C6orf62,4.84964157145498E-12,0.020605062817797,0.495,0.38,1.23433077276672E-07
CDH11,4.9650089246174E-12,0.059472194146081,0.655,0.546,1.26369407149362E-07
SUN2,5.21054267799287E-12,-0.166152459927826,0.296,0.334,1.32618732240275E-07
RPS9,5.22362113376817E-12,0.079872527662773,0.973,0.979,1.32951605096667E-07
C1orf21,5.26353786915612E-12,-0.209282757573125,0.349,0.376,1.33967565845762E-07
RRP36,5.27415800135089E-12,0.032115784770133,0.285,0.206,1.34237869450383E-07
CHD9,5.32781369490349E-12,-0.197018409770172,0.598,0.587,1.35603514162684E-07
TRIM28,5.46553723196466E-12,0.01926315730476,0.411,0.308,1.39108853627965E-07
FYTTD1,5.48286595249212E-12,0.024267242459334,0.33,0.246,1.39549904222829E-07
CUEDC1,5.50067081046937E-12,0.012856996537577,0.254,0.181,1.40003073468066E-07
COA3,5.71825496698138E-12,0.043706192417776,0.488,0.382,1.4554102541961E-07
DPP4,5.88573354500266E-12,0.008473673707879,0.25,0.177,1.49803690187408E-07
ICMT,6.09863419724862E-12,0.019819572349133,0.315,0.232,1.55222437588372E-07
TMA7,6.1024643349626E-12,0.068921765848871,0.883,0.842,1.55319922253468E-07
SUN1,6.16563656614882E-12,-0.202558983491249,0.303,0.337,1.5692778188162E-07
CARS,6.38054170986988E-12,0.03225533677961,0.25,0.178,1.62397547599608E-07
ZC3H15,6.46176147670578E-12,0.048480253491643,0.585,0.468,1.64464753105115E-07
PDHB,6.52413288614991E-12,0.030669896269369,0.401,0.306,1.66052230218287E-07
PITPNA,6.70947376927322E-12,0.024307901068098,0.268,0.192,1.70769526375542E-07
DLC1,6.95569202283677E-12,-0.198379202084882,0.38,0.413,1.77036273365242E-07
TBC1D10A,7.06888051480366E-12,0.020171977784506,0.213,0.147,1.79917146862783E-07
AC020916.1,7.10300588507414E-12,0.085997296708913,0.25,0.182,1.80785705786907E-07
YBEY,7.19566644125856E-12,0.010366981460512,0.229,0.16,1.83144102262913E-07
TRUB2,7.76098601408936E-12,0.024336562783391,0.214,0.15,1.97532616030602E-07
AP1M1,7.90082582865228E-12,0.021255496657098,0.275,0.2,2.01091818990858E-07
HES1,8.36566537655251E-12,-0.23684479506018,0.38,0.424,2.12922915164015E-07
ACOT9,8.38881706130261E-12,0.044162822096169,0.325,0.242,2.13512171844274E-07
DCTPP1,8.41862744007305E-12,0.021476348856923,0.263,0.189,2.14270905604739E-07
SLC22A17,8.47769306844742E-12,0.013833606013605,0.24,0.17,2.15774243978124E-07
RBM8A,8.54534956358919E-12,0.07420611865644,0.632,0.518,2.17496237092472E-07
GTF2F1,8.57186013726439E-12,0.028708271812855,0.307,0.226,2.18170984213653E-07
PPM1G,9.08449998245272E-12,0.029575954232478,0.462,0.354,2.31218693553387E-07
PNPLA2,9.13518506344934E-12,0.033491877292186,0.26,0.188,2.32508730234912E-07
VPS4A,9.23756051333343E-12,0.045250826655447,0.333,0.249,2.35114390185362E-07
CRTAP,9.37791329945735E-12,0.039923978909657,0.629,0.501,2.38686649297788E-07
MYADM,9.59108361683349E-12,-0.271548930971247,0.565,0.544,2.44112260215646E-07
C9orf3,9.88266441882326E-12,0.06512982456895,0.545,0.437,2.5153357478789E-07
OXLD1,9.88293043886342E-12,0.009050513537605,0.231,0.164,2.51540345529952E-07
ARFRP1,1.04564625421867E-11,0.02320021226975,0.371,0.278,2.66137884623735E-07
DNAJB6,1.06995614339019E-11,0.076733263213632,0.584,0.463,2.7232523761567E-07
FAM168B,1.08998307654934E-11,-0.003978884985175,0.26,0.186,2.77422492643339E-07
STX10,1.15266282273717E-11,0.019344243898803,0.377,0.285,2.93375741643064E-07
NTAN1,1.17494601136229E-11,-0.206757352029354,0.404,0.416,2.9904725881193E-07
SLC10A3,1.21306804895756E-11,0.028567416132211,0.214,0.151,3.08750079820677E-07
ARIH1,1.23110067891308E-11,0.029059682652252,0.28,0.204,3.13339744796957E-07
STAT3,1.24216039405849E-11,0.102612110881918,0.693,0.575,3.16154663495767E-07
COX14,1.26127932482131E-11,0.034038673095871,0.547,0.432,3.21020813753519E-07
ADI1,1.27467531923327E-11,0.055563982948944,0.514,0.403,3.24430362251251E-07
HYI,1.29709310347541E-11,-0.168478843937627,0.239,0.278,3.30136136696561E-07
CACYBP,1.38556689393121E-11,0.080143209257617,0.533,0.441,3.52654485843372E-07
DYM,1.3877626636438E-11,0.018603524495388,0.24,0.172,3.53213353150621E-07
TPGS2,1.45175358437945E-11,0.035504991467819,0.353,0.265,3.69500322296258E-07
MRPL35,1.47738314955893E-11,0.014470096216361,0.207,0.143,3.76023559225738E-07
PPP6C,1.48666796566055E-11,0.025120844006078,0.248,0.179,3.78386730619923E-07
CHD4,1.64832152961352E-11,0.034890817369332,0.487,0.378,4.19530795717233E-07
U2SURP,1.66779327430668E-11,-0.227905676547911,0.502,0.505,4.24486744176537E-07
GALNT11,1.67165100762259E-11,-0.158740173443679,0.249,0.288,4.254686144601E-07
PLEKHB2,1.75588804593513E-11,0.038589744308368,0.223,0.159,4.4690862545141E-07
CSNK1D,1.78481627935491E-11,0.023238565030116,0.352,0.264,4.54271439421412E-07
ALDH7A1,1.83876035615341E-11,-0.191516759812237,0.247,0.283,4.68001285848167E-07
FAM192A,1.87714170434161E-11,0.004752079793808,0.274,0.2,4.77770106589026E-07
TMED4,1.96837089099294E-11,-0.209084408294684,0.403,0.42,5.00989759175522E-07
PRKCSH,2.06125687757445E-11,0.022886966731853,0.518,0.408,5.24631100480248E-07
AMD1,2.0787410983476E-11,0.046044544562362,0.361,0.273,5.29081184351432E-07
PI16,2.09126526187562E-11,-0.183982470184329,0.156,0.208,5.32268834452582E-07
P4HTM,2.11171398501283E-11,-0.174469139401631,0.233,0.271,5.37473443465466E-07
MMP11,2.14474669894928E-11,0.17919010741869,0.293,0.224,5.4588092981657E-07
FAM32A,2.16263527138544E-11,0.036869783232193,0.48,0.373,5.50433929273023E-07
CCNDBP1,2.17564928655834E-11,-0.203596637535115,0.313,0.34,5.53746256414828E-07
DMAC1,2.20226388069973E-11,0.014734225627354,0.4,0.304,5.60520202915696E-07
SLC35B3,2.28876674461095E-11,0.02040402901588,0.238,0.17,5.82536911838379E-07
MNAT1,2.46121838615449E-11,0.012191099983483,0.256,0.183,6.26429303644041E-07
NOP56,2.50879205301813E-11,0.059484884143988,0.417,0.322,6.38537753334175E-07
LRRC42,2.54042939777965E-11,0.021737762747619,0.201,0.14,6.46590090322875E-07
ATF3,2.5441965114797E-11,0.078284019558029,0.408,0.324,6.47548896101813E-07
PSMC1,2.63864527929369E-11,0.066440836252893,0.536,0.429,6.71587996485831E-07
UBXN6,2.78910776152023E-11,0.005855352165931,0.455,0.345,7.09883707462129E-07
STK16,2.79558338734635E-11,0.021343402250741,0.208,0.145,7.11531883747393E-07
PSMD2,2.81514090045964E-11,0.048031969312218,0.506,0.4,7.16509661984988E-07
CRAT,2.90285656064807E-11,0.009153845778131,0.29,0.213,7.38835051816146E-07
MT-ND4L,2.93877630101044E-11,-0.207713886030393,0.745,0.723,7.47977344133177E-07
G6PD,2.96886595511472E-11,0.020426159651402,0.227,0.161,7.55635762895798E-07
SF3B6,3.01583331241646E-11,0.076193834582039,0.75,0.664,7.67589894676238E-07
PSMA3,3.07898063324903E-11,0.081788066581389,0.57,0.466,7.83662150774544E-07
EGFR,3.09037383316317E-11,-0.199557583576874,0.276,0.312,7.8656194801669E-07
DTYMK,3.16468449285782E-11,0.026588363699775,0.258,0.188,8.05475497122172E-07
RNPEPL1,3.30686829135649E-11,0.036487526595505,0.305,0.228,8.41664117516054E-07
POLR2E,3.32447714283587E-11,0.041062508308772,0.616,0.5,8.46145922394585E-07
COMMD4,3.34637309546068E-11,0.01932940093912,0.465,0.361,8.51718880256653E-07
TCEAL4,3.37083432175871E-11,-0.18271173523533,0.694,0.673,8.57944751574028E-07
CDK4,3.42949862960786E-11,0.050598871671838,0.512,0.407,8.72875991207793E-07
LCMT1,3.45640281983699E-11,0.017589434549114,0.28,0.205,8.7972364570491E-07
DDRGK1,3.49022197247814E-11,0.049411179493333,0.449,0.352,8.88331296435137E-07
SMIM19,3.5650245543177E-11,-0.197201863958839,0.399,0.414,9.07370049564941E-07
DENR,3.56534815037155E-11,0.02365595779978,0.38,0.288,9.07452411232567E-07
AKT3,3.57254020981351E-11,0.014918449527553,0.329,0.244,9.09282934201735E-07
RNF149,3.59796000539077E-11,0.056115100421341,0.35,0.267,9.1575278057206E-07
TMED10,3.61383711914001E-11,0.092378704070347,0.766,0.657,9.19793823563516E-07
CFAP97,3.66844451996019E-11,0.036573796522692,0.486,0.374,9.33692499220267E-07
EPB41L3,3.68822270620151E-11,0.008289859623513,0.216,0.152,9.38726443182408E-07
SPTY2D1,3.72645243382314E-11,0.030322403708476,0.231,0.166,9.48456673456665E-07
PSMD1,3.79073550116685E-11,0.023250681252978,0.433,0.335,9.64817999756988E-07
ZBTB43,4.01116583908808E-11,0.045237977709793,0.206,0.146,1.0209219293647E-06
PRRC2C,4.04257277004959E-11,-0.174775440696189,0.747,0.711,1.02891562143302E-06
EIF3M,4.08037322802686E-11,0.050820787247499,0.594,0.477,1.0385365939974E-06
PJA2,4.13391639707174E-11,-0.204650335968986,0.461,0.469,1.0521644013827E-06
APMAP,4.16217922113242E-11,0.028587196127662,0.311,0.232,1.05935785536262E-06
FBXO32,4.20152618301909E-11,0.075033274716427,0.206,0.148,1.06937244410202E-06
YIPF5,4.39453706384308E-11,0.038535245559231,0.501,0.397,1.11849757348934E-06
DHX30,4.40936961387799E-11,0.002581001377094,0.243,0.175,1.12227275412423E-06
NXT1,4.54686149382837E-11,0.01842024027412,0.302,0.224,1.1572671874092E-06
NAA60,4.60189903490823E-11,0.001599626878825,0.247,0.177,1.17127534236484E-06
MAP3K7,5.0384260821603E-11,0.018787186634127,0.213,0.152,1.28238020643144E-06
EXOC5,5.38063723434382E-11,0.013919963678001,0.262,0.191,1.36947978888519E-06
RIT1,5.4266711438933E-11,0.011164654985774,0.214,0.151,1.38119633954372E-06
CHTOP,5.58677170930384E-11,0.025720527574447,0.316,0.237,1.42194513545201E-06
RASA3,5.69707572964042E-11,0.02960420889688,0.27,0.198,1.45001971470808E-06
POLE3,5.77943500013403E-11,0.034567511754684,0.265,0.194,1.47098179623411E-06
MED31,5.78168405907551E-11,0.016541367297841,0.274,0.201,1.4715542267159E-06
SPAG7,6.42864724003282E-11,0.013098852946141,0.482,0.375,1.63621929553315E-06
PFKP,6.45283107667917E-11,0.029574578122353,0.242,0.176,1.64237456563638E-06
MLLT6,6.5550907674814E-11,-0.170137150054479,0.219,0.258,1.66840170213937E-06
FBXO22,6.59108992333728E-11,0.022635121954311,0.214,0.152,1.6775642072878E-06
NME4,6.64671246002595E-11,0.039734556317197,0.574,0.468,1.69172125532581E-06
EFEMP2,6.72293526487011E-11,0.074452250945327,0.738,0.664,1.71112148361474E-06
SRSF2,6.74700794241173E-11,0.06744480474757,0.721,0.611,1.71724846150263E-06
RALY,6.77568149652578E-11,0.043241679993279,0.497,0.394,1.72454645449574E-06
BCCIP,6.78374463051112E-11,0.015813640369815,0.208,0.147,1.72659868335769E-06
ETFA,6.85884992036785E-11,0.00124357538632,0.421,0.32,1.74571448173203E-06
DYNC2LI1,6.93287545239026E-11,-0.141965197240641,0.177,0.217,1.76455546014237E-06
HNRNPM,7.23304100495079E-11,0.062509800285143,0.638,0.536,1.84095359658007E-06
FBXO17,7.42114302407089E-11,-0.183649141925951,0.211,0.247,1.88882932248652E-06
OGFOD3,7.52508298658837E-11,0.00186996070637,0.313,0.231,1.91528412174647E-06
PKN2,7.52512569968057E-11,-0.193301318948474,0.306,0.336,1.9152949930827E-06
SDHB,7.54256340619063E-11,0.032926428622433,0.415,0.322,1.91973323814364E-06
ADAMTS5,7.76967323224903E-11,-0.142559339047175,0.244,0.286,1.97753723107202E-06
